year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,4,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",86.00,9.00,3.12,0.00,2.15,0.00,3.73,0.00,0.00,486.00,231.00,0.00,64.00,0.00,191.00
2024,4,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",60.00,9.00,2.53,0.00,3.77,0.00,2.70,0.00,1.00,603.00,185.00,0.00,173.00,0.00,245.00
2024,4,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",156.00,16.00,10.57,0.00,2.20,0.00,3.23,0.00,0.00,703.00,465.00,0.00,123.00,0.00,115.00
2024,4,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",115.00,16.00,8.00,0.98,2.72,0.00,4.31,0.00,0.00,865.00,517.00,41.00,88.00,0.00,219.00
2024,4,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2032.00,241.00,60.87,12.49,56.98,0.00,110.66,3.00,1.00,16233.00,5737.00,1528.00,1745.00,0.00,7223.00
2024,4,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",20.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,18.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",77.00,11.00,4.59,0.00,4.13,0.00,2.28,0.00,0.00,588.00,336.00,0.00,100.00,0.00,152.00
2024,4,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",49.00,5.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,279.00,197.00,0.00,82.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",56.00,6.00,2.03,0.00,3.12,0.00,0.85,1.00,0.00,213.00,82.00,0.00,92.00,0.00,39.00
2024,4,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",30.00,3.00,1.04,0.00,0.31,0.00,1.65,0.00,0.00,89.00,25.00,0.00,13.00,0.00,51.00
2024,4,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",84.00,13.00,4.57,0.00,2.81,0.00,5.62,4.00,0.00,437.00,162.00,0.00,101.00,0.00,174.00
2024,4,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",95.00,13.00,2.27,1.91,2.50,0.00,6.32,1.00,0.00,898.00,103.00,55.00,130.00,0.00,610.00
2024,4,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",60.00,7.00,3.00,0.00,3.00,0.00,1.00,0.00,0.00,156.00,66.00,0.00,71.00,0.00,19.00
2024,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",154.00,20.00,6.61,0.00,4.08,0.00,9.31,3.00,0.00,1145.00,361.00,0.00,150.00,0.00,634.00
2024,4,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",15.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,95.00,78.00,0.00,17.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",142.00,14.00,3.03,0.17,1.80,0.00,9.00,5.00,1.00,1546.00,156.00,9.00,121.00,0.00,1260.00
2024,4,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",193.00,16.00,4.40,1.55,4.73,0.00,5.32,1.00,1.00,668.00,227.00,60.00,197.00,0.00,184.00
2024,4,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",60.00,12.00,2.44,0.00,3.94,0.00,5.62,2.00,0.00,478.00,182.00,0.00,91.00,0.00,205.00
2024,4,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",93.00,18.00,4.56,0.00,5.82,0.00,7.62,0.00,0.00,866.00,255.00,0.00,264.00,0.00,347.00
2024,4,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",68.00,11.00,3.34,1.76,1.61,0.00,4.29,0.00,0.00,523.00,141.00,99.00,48.00,0.00,235.00
2024,4,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",134.00,24.00,8.13,0.00,7.07,0.00,8.80,2.00,0.00,1573.00,653.00,0.00,418.00,0.00,502.00
2024,4,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",131.00,15.00,5.29,0.00,4.59,0.00,5.12,1.00,0.00,1098.00,451.00,0.00,259.00,0.00,388.00
2024,4,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",20.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,37.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",215.00,22.00,8.36,0.01,6.75,0.00,6.88,3.00,0.00,1349.00,555.00,2.00,262.00,0.00,530.00
2024,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",246.00,37.00,7.67,0.90,12.55,1.00,14.89,1.00,1.00,1746.00,406.00,86.00,404.00,55.00,795.00
2024,4,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",56.00,4.00,1.54,0.00,1.46,0.00,1.00,0.00,0.00,145.00,35.00,0.00,31.00,0.00,79.00
2024,4,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",23.00,2.00,0.14,1.00,0.00,0.00,0.86,0.00,0.00,75.00,4.00,47.00,0.00,0.00,24.00
2024,4,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",645.00,85.00,25.94,1.60,20.72,0.00,36.73,4.00,0.00,7618.00,3738.00,56.00,971.00,0.00,2853.00
2024,4,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",60.00,2.00,0.00,0.97,0.03,0.00,1.00,0.00,0.00,146.00,0.00,65.00,2.00,0.00,79.00
2024,4,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",56.00,8.00,3.01,0.00,3.13,0.00,1.85,1.00,0.00,360.00,131.00,0.00,133.00,0.00,96.00
2024,4,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",168.00,41.00,4.10,2.40,24.66,0.00,9.85,2.00,0.00,1829.00,244.00,164.00,1049.00,0.00,372.00
2024,4,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",15.00,3.00,2.76,0.00,0.04,0.00,0.20,0.00,0.00,117.00,113.00,0.00,1.00,0.00,3.00
2024,4,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",45.00,2.00,0.89,0.00,1.11,0.00,0.00,0.00,0.00,93.00,66.00,0.00,27.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",228.00,17.00,5.12,0.38,7.24,0.00,4.26,1.00,3.00,683.00,189.00,8.00,191.00,0.00,295.00
2024,4,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1156.00,105.00,30.94,4.16,19.71,1.00,49.19,4.00,0.00,6929.00,2472.00,433.00,813.00,33.00,3178.00
2024,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",138.00,27.00,5.53,2.69,10.20,0.00,8.58,3.00,0.00,2080.00,465.00,156.00,609.00,0.00,850.00
2024,4,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",30.00,6.00,4.34,0.00,1.66,0.00,0.00,0.00,0.00,326.00,285.00,0.00,41.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",15.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,150.00,0.00,0.00,21.00,0.00,129.00
2024,4,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",30.00,4.00,1.69,0.40,1.23,0.00,0.69,0.00,0.00,147.00,39.00,10.00,60.00,0.00,38.00
2024,4,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",29.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,0.00,0.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",15.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,447.00,26.00,0.00,421.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",7.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",34.00,2.00,1.00,0.94,0.06,0.00,0.00,0.00,0.00,85.00,17.00,64.00,4.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",101.00,14.00,4.24,0.00,3.48,0.00,6.28,1.00,0.00,732.00,260.00,0.00,193.00,0.00,279.00
2024,4,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",116.00,8.00,2.22,0.00,2.87,1.00,1.91,2.00,0.00,884.00,217.00,0.00,234.00,45.00,388.00
2024,4,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",104.00,12.00,4.39,0.00,2.00,0.00,5.61,2.00,0.00,1226.00,415.00,0.00,410.00,0.00,401.00
2024,4,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",60.00,4.00,1.84,1.00,0.33,0.00,0.83,0.00,0.00,144.00,66.00,51.00,12.00,0.00,15.00
2024,4,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",73.00,12.00,4.83,1.95,3.53,0.00,1.69,1.00,2.00,416.00,198.00,37.00,123.00,0.00,58.00
2024,4,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",111.00,14.00,9.54,0.00,2.95,0.00,1.51,0.00,0.00,812.00,653.00,0.00,72.00,0.00,87.00
2024,4,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",25.00,5.00,2.65,0.00,0.37,0.00,1.99,0.00,0.00,277.00,112.00,0.00,24.00,0.00,141.00
2024,4,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",82.00,13.00,6.12,0.00,2.35,0.00,4.53,0.00,0.00,705.00,339.00,0.00,91.00,0.00,275.00
2024,4,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",263.00,35.00,11.66,0.50,10.42,0.00,12.42,1.00,0.00,2859.00,1073.00,68.00,573.00,0.00,1145.00
2024,4,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",60.00,9.00,3.25,0.00,1.06,0.00,4.69,1.00,0.00,539.00,269.00,0.00,43.00,0.00,227.00
2024,4,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",74.00,5.00,3.91,0.00,0.41,0.00,0.67,2.00,0.00,488.00,426.00,0.00,17.00,0.00,45.00
2024,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1474.00,239.00,45.49,11.98,112.90,0.00,68.62,24.00,2.00,23515.00,5638.00,1058.00,9774.00,0.00,7045.00
2024,4,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",35.00,5.00,2.69,1.00,1.19,0.00,0.12,0.00,0.00,158.00,90.00,26.00,36.00,0.00,6.00
2024,4,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",86.00,5.00,2.51,0.80,1.49,0.00,0.19,0.00,1.00,302.00,129.00,103.00,56.00,0.00,14.00
2024,4,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2790.00,343.00,74.16,20.86,123.43,0.00,124.55,45.00,2.00,27522.00,8322.00,2136.00,7998.00,0.00,9066.00
2024,4,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",64.00,11.00,6.64,1.00,1.25,0.00,2.11,0.00,0.00,506.00,286.00,30.00,24.00,0.00,166.00
2024,4,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",145.00,20.00,5.99,0.00,7.10,0.00,6.91,2.00,0.00,1805.00,586.00,0.00,633.00,0.00,586.00
2024,4,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",29.00,1.00,0.00,0.88,0.12,0.00,0.00,0.00,0.00,17.00,0.00,15.00,2.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",73.00,9.00,2.17,0.00,2.00,0.00,4.83,1.00,0.00,445.00,95.00,0.00,150.00,0.00,200.00
2024,4,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",82.00,7.00,5.47,0.00,0.17,0.00,1.36,0.00,0.00,246.00,201.00,0.00,11.00,0.00,34.00
2024,4,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",118.00,13.00,5.79,0.22,3.15,0.00,3.84,0.00,0.00,895.00,442.00,20.00,239.00,0.00,194.00
2024,4,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",60.00,11.00,2.80,1.97,5.46,0.00,0.76,0.00,0.00,374.00,109.00,124.00,128.00,0.00,13.00
2024,4,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",60.00,9.00,3.95,2.00,1.27,0.00,1.78,0.00,0.00,311.00,167.00,65.00,34.00,0.00,45.00
2024,4,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",86.00,11.00,3.84,1.70,2.61,0.00,2.84,0.00,0.00,630.00,107.00,191.00,71.00,0.00,261.00
2024,4,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",15.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,41.00,0.00,0.00,25.00,0.00,16.00
2024,4,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",664.00,44.00,15.03,2.00,13.64,0.00,13.33,0.00,0.00,3212.00,1578.00,84.00,446.00,0.00,1104.00
2024,4,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",49.00,5.00,0.00,1.00,2.00,0.00,2.00,0.00,0.00,369.00,0.00,174.00,74.00,0.00,121.00
2024,4,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",30.00,3.00,1.97,0.00,1.03,0.00,0.00,0.00,0.00,208.00,172.00,0.00,36.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",19.00,2.00,0.00,0.00,0.22,0.00,1.78,0.00,1.00,37.00,0.00,0.00,4.00,0.00,33.00
2024,4,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",16.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,50.00,30.00,0.00,20.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",200.00,23.00,7.00,0.00,6.22,0.00,9.78,4.00,0.00,2496.00,1435.00,0.00,274.00,0.00,787.00
2024,4,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",26.00,3.00,0.94,0.00,0.09,0.00,1.98,2.00,0.00,245.00,15.00,0.00,5.00,0.00,225.00
2024,4,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",168.00,20.00,7.63,0.88,5.22,0.00,6.27,0.00,0.00,982.00,364.00,28.00,202.00,0.00,388.00
2024,4,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",30.00,5.00,0.78,0.00,2.22,0.00,2.00,0.00,0.00,195.00,18.00,0.00,85.00,0.00,92.00
2024,4,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",74.00,9.00,1.97,0.00,1.95,0.00,5.07,3.00,0.00,509.00,93.00,0.00,88.00,0.00,328.00
2024,4,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",22.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,28.00,0.00,0.00,0.00,0.00,28.00
2024,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",602.00,111.00,20.54,2.54,31.11,0.00,56.82,8.00,3.00,7558.00,2562.00,126.00,1429.00,0.00,3441.00
2024,4,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",184.00,24.00,7.04,0.00,9.80,0.00,7.15,1.00,0.00,1122.00,330.00,0.00,407.00,0.00,385.00
2024,4,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",86.00,15.00,5.02,0.00,3.68,0.00,6.31,0.00,3.00,824.00,324.00,0.00,153.00,0.00,347.00
2024,4,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",212.00,26.00,6.40,0.00,7.03,0.00,12.58,6.00,0.00,3023.00,639.00,0.00,1286.00,0.00,1098.00
2024,4,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",26.00,3.00,1.77,0.00,1.23,0.00,0.00,0.00,0.00,121.00,86.00,0.00,35.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",176.00,27.00,6.58,0.00,8.14,0.00,12.28,3.00,1.00,2108.00,396.00,0.00,513.00,0.00,1199.00
2024,4,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",37.00,5.00,1.88,0.74,2.38,0.00,0.00,0.00,0.00,131.00,37.00,29.00,65.00,0.00,0.00
2024,4,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",116.00,16.00,5.34,0.69,6.35,0.00,3.63,0.00,1.00,543.00,204.00,35.00,211.00,0.00,93.00
2024,4,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",142.00,12.00,3.28,0.78,4.29,0.00,3.65,1.00,1.00,745.00,146.00,65.00,184.00,0.00,350.00
2024,4,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",177.00,15.00,3.06,0.00,3.20,0.00,8.74,3.00,0.00,652.00,88.00,0.00,141.00,0.00,423.00
2024,4,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",29.00,3.00,0.00,0.00,0.24,0.00,2.76,0.00,0.00,99.00,0.00,0.00,6.00,0.00,93.00
2024,4,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",116.00,4.00,1.81,0.18,1.19,0.00,0.82,0.00,0.00,86.00,32.00,6.00,21.00,0.00,27.00
2024,4,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",44.00,6.00,1.27,0.00,2.25,0.00,2.48,0.00,0.00,167.00,35.00,0.00,48.00,0.00,84.00
2024,4,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",31.00,4.00,1.97,0.00,0.08,0.00,1.95,0.00,0.00,355.00,259.00,0.00,6.00,0.00,90.00
2024,4,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",176.00,27.00,12.12,0.26,6.27,0.00,8.34,1.00,1.00,2009.00,1255.00,36.00,233.00,0.00,485.00
2024,4,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",45.00,6.00,2.78,0.00,3.00,0.00,0.22,0.00,0.00,190.00,124.00,0.00,60.00,0.00,6.00
2024,4,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",124.00,12.00,5.95,0.00,3.63,0.00,2.42,0.00,1.00,503.00,245.00,0.00,152.00,0.00,106.00
2024,4,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",244.00,58.00,24.42,3.96,10.60,0.00,19.02,2.00,0.00,3583.00,1253.00,556.00,462.00,0.00,1312.00
2024,4,AA,American Airlines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",23.00,6.00,0.54,0.04,3.57,0.00,1.85,0.00,0.00,607.00,101.00,4.00,291.00,0.00,211.00
2024,4,AA,American Airlines Network,ALB,"Albany, NY: Albany International",120.00,43.00,12.43,1.22,9.15,0.00,20.19,0.00,1.00,3217.00,1106.00,51.00,292.00,0.00,1768.00
2024,4,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",30.00,12.00,5.72,1.09,3.70,0.00,1.49,0.00,0.00,463.00,211.00,49.00,139.00,0.00,64.00
2024,4,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",577.00,174.00,67.47,4.94,29.25,0.17,72.17,4.00,0.00,13170.00,4939.00,457.00,1314.00,13.00,6447.00
2024,4,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1102.00,259.00,78.02,11.39,49.17,1.33,119.09,9.00,2.00,21502.00,7699.00,1207.00,2656.00,52.00,9888.00
2024,4,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",11.00,6.00,1.71,0.00,0.57,0.00,3.72,1.00,0.00,830.00,184.00,0.00,64.00,0.00,582.00
2024,4,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",60.00,25.00,6.55,0.08,2.65,0.00,15.71,0.00,1.00,1709.00,443.00,9.00,87.00,0.00,1170.00
2024,4,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",289.00,82.00,30.69,4.34,10.47,1.31,35.20,1.00,0.00,6530.00,3417.00,325.00,340.00,44.00,2404.00
2024,4,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",105.00,31.00,14.13,0.11,4.65,0.00,12.11,1.00,0.00,1686.00,827.00,9.00,165.00,0.00,685.00
2024,4,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",671.00,184.00,63.80,9.22,36.36,0.26,74.36,7.00,1.00,11577.00,4110.00,741.00,1312.00,14.00,5400.00
2024,4,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",60.00,18.00,7.28,1.31,0.80,0.00,8.61,0.00,0.00,1074.00,350.00,115.00,37.00,0.00,572.00
2024,4,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1356.00,363.00,106.49,10.50,81.40,1.21,163.40,9.00,2.00,26280.00,6853.00,1174.00,3537.00,133.00,14583.00
2024,4,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",3.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00
2024,4,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",120.00,28.00,12.06,0.93,3.26,0.00,11.75,0.00,0.00,1830.00,614.00,122.00,85.00,0.00,1009.00
2024,4,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",113.00,33.00,8.64,1.38,7.59,0.47,14.91,0.00,1.00,2017.00,356.00,224.00,283.00,9.00,1145.00
2024,4,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",307.00,104.00,35.99,3.63,16.92,0.00,47.46,3.00,2.00,5330.00,1654.00,305.00,704.00,0.00,2667.00
2024,4,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",36.00,5.00,0.36,0.41,1.00,0.00,3.23,1.00,0.00,482.00,8.00,13.00,53.00,0.00,408.00
2024,4,AA,American Airlines Network,CAE,"Columbia, SC: Columbia Metropolitan",60.00,22.00,6.18,2.17,2.46,0.00,11.19,1.00,1.00,2859.00,432.00,610.00,180.00,0.00,1637.00
2024,4,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",441.00,115.00,43.81,5.04,13.52,0.00,52.63,3.00,1.00,7805.00,3068.00,285.00,489.00,0.00,3963.00
2024,4,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",93.00,27.00,5.74,1.80,3.76,0.00,15.70,1.00,0.00,2700.00,447.00,342.00,130.00,0.00,1781.00
2024,4,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",378.00,115.00,37.86,3.51,13.06,0.43,60.15,1.00,1.00,7016.00,2262.00,335.00,486.00,9.00,3924.00
2024,4,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",10655.00,2207.00,569.41,40.87,567.35,4.61,1024.76,57.00,17.00,187086.00,68360.00,5185.00,19298.00,336.00,93907.00
2024,4,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",338.00,104.00,32.61,6.71,13.42,0.00,51.26,4.00,0.00,8632.00,2793.00,613.00,930.00,0.00,4296.00
2024,4,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",90.00,18.00,7.01,1.21,2.16,0.00,7.61,2.00,0.00,1047.00,329.00,229.00,105.00,0.00,384.00
2024,4,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",276.00,86.00,30.59,1.31,17.60,0.27,36.23,4.00,0.00,5288.00,1953.00,111.00,592.00,8.00,2624.00
2024,4,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",60.00,15.00,7.27,1.06,3.94,0.00,2.73,1.00,0.00,982.00,514.00,51.00,174.00,0.00,243.00
2024,4,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2369.00,560.00,155.02,18.73,119.57,3.57,263.10,26.00,3.00,51015.00,16596.00,2786.00,4638.00,128.00,26867.00
2024,4,AA,American Airlines Network,DEN,"Denver, CO: Denver International",731.00,222.00,64.10,8.39,74.38,0.00,75.13,5.00,0.00,13056.00,4504.00,464.00,2514.00,0.00,5574.00
2024,4,AA,American Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13269.00,3343.00,700.26,210.08,985.45,8.41,1438.80,270.00,77.00,312907.00,79064.00,30134.00,67816.00,280.00,135613.00
2024,4,AA,American Airlines Network,DSM,"Des Moines, IA: Des Moines International",227.00,73.00,31.06,3.36,16.33,0.00,22.26,3.00,0.00,6125.00,3229.00,316.00,783.00,0.00,1797.00
2024,4,AA,American Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",487.00,138.00,35.39,4.91,14.82,0.33,82.55,5.00,1.00,10537.00,2802.00,905.00,611.00,26.00,6193.00
2024,4,AA,American Airlines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",87.00,26.00,7.29,0.26,5.05,0.00,13.40,3.00,1.00,2087.00,441.00,62.00,286.00,0.00,1298.00
